240,3210,"Fabricació de vàlvules, tubs i altres components electrònics",321
241,3220,"Fabricació de transmissors de radiodifusió i televisió, i d'aparells per a la radiotelefonia i radiotelegrafia amb fils",322
242,3230,"Fabricació d'aparells de recepció, enregistrament i reproducció de so i imatge",323
243,3310,"Fabricació d'equips i instruments medicoquirúrgics i d'aparells ortopèdics",331
244,3320,"Fabricació d'instruments i aparells de mesura, verificació, control, navegació i altres fins, excepte equips de control per a processos industrials",332
245,3330,"Fabricació d'equips de control per a processos industrials",333
246,3340,"Fabricació d'instruments d'òptica i d'equips fotogràfics",334
247,3350,"Fabricació de rellotges",335
248,3410,"Fabricació de vehicles de motor",341
249,3420,"Fabricació de carrosseries per a vehicles de motor, remolcs i semiremolcs",342
250,3430,"Fabricació de components, peces i accessoris no elèctrics per a vehicles de motor i els seus motors",343
251,3511,"Construcció i reparació de vaixells, excepte d'esbarjo i d'esport",351
252,3512,"Construcció i reparació d'embarcacions d'esbarjo i d'esport",351
253,3520,"Fabricació de material ferroviari",352
254,3530,"Construcció aeronàutica i espacial",353
255,3541,"Fabricació de motocicletes",354
256,3542,"Fabricació de bicicletes",354
257,3543,"Fabricació de vehicles per a persones amb discapacitat",354
258,3550,"Fabricació d'altres materials de transport",355
259,3611,"Fabricació de cadires i altres seients",361
260,3612,"Fabricació de mobles d'oficina i d'establiments comercials",361
261,3613,"Fabricació de mobles de cuina i bany",361
262,3614,"Fabricació d'altres mobles",361
263,3615,"Fabricació de matalassos",361
264,3621,"Fabricació de monedes",362
265,3622,"Fabricació d'articles de joieria, orfebreria i argenteria",362
266,3630,"Fabricació d'instruments musicals",363
267,3640,"Fabricació d'articles d'esport",364
268,3650,"Fabricació de jocs i joguines",365
269,3661,"Fabricació de bijuteria",366
270,3662,"Fabricació d'escombres, brotxes i raspalls",366
271,3663,"Fabricació d'altres articles",366
272,3710,"Reciclatge de ferralla i residus de metall",371
273,3720,"Reciclatge de residus no metàl·lics",372
274,4011,"Producció d'energia elèctrica",401
275,4012,"Transport d'energia elèctrica",401
276,4013,"Distribució i comerç d'energia elèctrica",401
277,4021,"Producció de gas",402
278,4022,"Distribució i comerç de combustibles gasosos per conductes urbans, excepte gasoductes",402
279,4030,"Producció i distribució de vapor i aigua calenta",403
280,4100,"Captació, potabilització i distribució d'aigua",410
281,4511,"Demolició i moviment de terres",451
282,4512,"Perforacions i sondatges",451
283,4521,"Construcció general d'edificis i obres singulars d'enginyeria civil (ponts, túnels, etc.)",452
284,4522,"Construcció de cobertes i d'estructures de tancament",452
285,4523,"Construcció d'autopistes, carreteres, camps d'aterratge, vies fèrries i centres esportius",452
286,4524,"Obres hidràuliques",452
287,4525,"Altres construccions especialitzades",452
288,4531,"Instal·lacions elèctriques",453
289,4532,"Aïllament tèrmic, acústic i antivibratori",453
290,4533,"Lampisteria i instal·lacions de climatització",453
291,4534,"Altres instal·lacions d'edificis i obres",453
292,4541,"Arrebossada",454
293,4542,"Instal·lacions de fusteria i tancaments metàl·lics",454
294,4543,"Revestiments de terres i parets",454
295,4544,"Vidrieria i pintura",454
296,4545,"Altres treballs d'acabament d'edificis i obres",454
297,4550,"Lloguer d'equips de construcció o demolició amb operari",455
298,5010,"Venda de vehicles de motor",501
299,5020,"Manteniment i reparació de vehicles de motor",502
300,5030,"Venda de recanvis i accessoris de vehicles de motor",503
301,5040,"Venda, manteniment i reparació de motocicletes i ciclomotors, i dels seus recanvis i accessoris",504
302,5050,"Venda al detall de carburants per a l'automoció",505
303,5111,"Intermediaris del comerç de primeres matèries agràries, animals vius, primeres matèries tèxtils i productes semielaborats",511
304,5112,"Intermediaris del comerç de combustibles, minerals, metalls i productes químics industrials",511
305,5113,"Intermediaris del comerç de la fusta i materials de construcció",511
306,5114,"Intermediaris del comerç de maquinària, equips industrials, embarcacions i aeronaus",511
307,5115,"Intermediaris del comerç de mobles, articles per a la llar i ferreteria",511
308,5116,"Intermediaris del comerç de tèxtils, peces de vestir, calçat i articles de cuir",511
309,5117,"Intermediaris del comerç de productes alimentaris, begudes i tabac",511
310,5118,"Intermediaris del comerç especialitzats en la venda de productes específics o grups de productes no esmentats anteriorment",511
311,5119,"Intermediaris del comerç de productes diversos",511
312,5121,"Comerç a l'engròs de cereals, llavors i aliments per al bestiar",512
313,5122,"Comerç a l'engròs de flors i plantes",512
314,5123,"Comerç a l'engròs d'animals vius",512
315,5124,"Comerç a l'engròs de cuirs i pells",512
316,5125,"Comerç a l'engròs de tabac en brut",512
317,5131,"Comerç a l'engròs de fruites, patates i verdures",513
318,5132,"Comerç a l'engròs de carn i productes carnis",513
319,5133,"Comerç a l'engròs de productes lactis, ous, olis i greixos comestibles",513
320,5134,"Comerç a l'engròs de begudes",513
321,5135,"Comerç a l'engròs de productes del tabac",513
322,5136,"Comerç a l'engròs de sucre, xocolata i confiteria",513
323,5137,"Comerç a l'engròs de cafè, te, cacau i espècies",513
324,5138,"Comerç a l'engròs de peix i marisc i altres productes alimentaris",513
325,5139,"Comerç a l'engròs, no especialitzat, de productes alimentaris, begudes i tabac",513
326,5141,"Comerç a l'engròs de tèxtils",514
327,5142,"Comerç a l'engròs de peces de vestir i calçat",514
328,5143,"Comerç a l'engròs d'aparells electrodomèstics, de ràdio i de televisió",514
329,5144,"Comerç a l'engròs de porcellana i cristalleria, papers pintats i articles de neteja",514
330,5145,"Comerç a l'engròs de perfumeria i productes de bellesa",514
331,5146,"Comerç a l'engròs de productes farmacèutics",514
332,5147,"Comerç a l'engròs d'altres béns de consum diferents dels alimentaris",514
333,5151,"Comerç a l'engròs de combustibles sòlids, líquids i gasosos, i productes similars",515
334,5152,"Comerç a l'engròs de metalls i minerals metàl·lics",515
335,5153,"Comerç a l'engròs de fusta, materials de construcció i aparells sanitaris",515
336,5154,"Comerç a l'engròs de ferreteria, lampisteria i calefacció",515
337,5155,"Comerç a l'engròs de productes químics",515
338,5156,"Comerç a l'engròs d'altres productes semielaborats",515
339,5157,"Comerç a l'engròs de ferralla i productes de rebuig",515
340,5160,"Comerç a l'engròs d'altres components i equips electrònics",516
341,5161,"Comerç a l'engròs de màquines eina",516
342,5162,"Comerç a l'engròs de maquinària per a la mineria, la construcció i l'enginyeria civil",516
343,5163,"Comerç a l'engròs de maquinària per a les indústries tèxtils, màquines de cosir i de tricotar",516
344,5166,"Comerç a l'engròs de màquines, accessoris i eines agrícoles, inclosos els tractors",516
345,5167,"Comerç a l'engròs d'ordinadors, perifèrics i programes informàtics",516
346,5168,"Comerç a l'engròs d'altres tipus de màquines i equips d'oficina",516
347,5169,"Comerç a l'engròs d'altres tipus de maquinària per a la indústria, el comerç i la navegació",516
